item_code,name,hardware_type,brand,series,runner_height,runner_depth,handling_cost,unit_cost,machining_cost,assembly_cost,source_category,product_type,product_id,raw_article_sku,sale_price_aud,rrp_aud,unit,availability,pricing_status,price_scope,review_status,visibility_status,image_url,source_image_url,source_url,captured_at,scraper_item_hash
566.68.301,"Mixer Tap, flat",tap,Hafele,Sinks & Taps,,,0,318.65,0,0,Sinks & Taps,tap,P-01539008,56668301,318.65,398.31,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04688703.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04688703.jpg,https://www.hafele.com.au/en/product/mixer-tap-flat/P-01539008/,2026-06-21T02:39:12.869Z,4b4403f82f685c121ddec7c61641878e272f82acef202bd7e3cd5c3d70faf61b
566.68.321,"Mixer Tap, flat",tap,Hafele,Sinks & Taps,,,0,474.07,0,0,Sinks & Taps,tap,P-01539009,56668321,474.07,592.59,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04688705.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04688705.jpg,https://www.hafele.com.au/en/product/mixer-tap-flat/P-01539009/,2026-06-21T02:39:12.869Z,3d46d4e6ec41a63f514deb7a98ff625da16fcdeb920fadffdf4111e3a95b76cb
566.68.090,"Mixer Tap, flexible gooseneck with vegie sprayer",tap,Hafele,Sinks & Taps,,,0,735.21,0,0,Sinks & Taps,tap,P-02054417,56668090,735.21,919.01,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04688700.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04688700.jpg,https://www.hafele.com.au/en/product/mixer-tap-flexible-gooseneck-with-vegie-sprayer/P-02054417/,2026-06-21T02:39:12.869Z,4b10b7077dd634c34e158caffd7dee694c63fdd6274e15095a3c20b083aa9b5e
566.68.270,"Mixer Tap, flexible Gooseneck with vegie sprayer",tap,Hafele,Sinks & Taps,,,0,461.73,0,0,Sinks & Taps,tap,P-01581840,56668270,461.73,577.16,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04688702.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04688702.jpg,https://www.hafele.com.au/en/product/mixer-tap-flexible-gooseneck-with-vegie-sprayer/P-01581840/,2026-06-21T02:39:12.869Z,e79f84b1ac85b5b6da40e26004152d2eeccf5206a321888ef255311c5a91cc8a
566.58.220,"Mixer tap, gooseneck",tap,Hafele,Sinks & Taps,,,0,174.02,0,0,Sinks & Taps,tap,P-00857789,56658220,174.02,217.52,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00616668.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00616668.jpg,https://www.hafele.com.au/en/product/mixer-tap-gooseneck/P-00857789/,2026-06-21T02:39:12.869Z,4c901685bfd17b39e29f9eb86a947fe1e249fcf3a18b6a7563fe98f4b08201b6
569.41.310,"Mixer tap, gooseneck",tap,Hafele,Sinks & Taps,,,0,228.39,0,0,Sinks & Taps,tap,P-00857804,56941310,228.39,285.48,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00614226.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00614226.jpg,https://www.hafele.com.au/en/product/mixer-tap-gooseneck/P-00857804/,2026-06-21T02:39:12.869Z,1a0cb2258bbebbbc3f42b1d2046172e34aa95237504648f435dcf957bde5ca8c
P-01581837,"Mixer Tap, Gooseneck, with pullout vegie spray",tap,Hafele,Sinks & Taps,,,0,419.61,0,0,Sinks & Taps,tap,P-01581837,P-01581837,419.61,524.52,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04688706.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04688706.jpg,https://www.hafele.com.au/en/product/mixer-tap-gooseneck-with-pullout-vegie-spray/P-01581837/,2026-06-21T02:39:12.869Z,951b70a559a90704c532547a636aed7ba05407d0c95beace4d6b80a91ad2db15
566.68.311,"Mixer Tap, Hafele, with pullout sprayer",tap,Hafele,Sinks & Taps,,,0,416.32,0,0,Sinks & Taps,tap,P-01582616,56668311,416.32,520.41,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04731804.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04731804.jpg,https://www.hafele.com.au/en/product/mixer-tap-hafele-with-pullout-sprayer/P-01582616/,2026-06-21T02:39:12.869Z,a7757dd54303209af500cc00913d4948385837ebdf4910a46e35cace388a78fb
566.69.351,"Mixer Tap, with pull out veggie spray",tap,Hafele,Sinks & Taps,,,0,332.72,0,0,Sinks & Taps,tap,P-01539010,56669351,332.72,415.9,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04688710.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04688710.jpg,https://www.hafele.com.au/en/product/mixer-tap-with-pull-out-veggie-spray/P-01539010/,2026-06-21T02:39:12.869Z,c6717b4f63a54b60c41dfd434723216cec9a54fe70af8809aa4d62843474309f
569.40.200,"Mixer tap, with pull-out vegie spray",tap,Hafele,Sinks & Taps,,,0,180.1,0,0,Sinks & Taps,tap,P-00857791,56940200,180.1,225.12,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00650455.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00650455.jpg,https://www.hafele.com.au/en/product/mixer-tap-with-pull-out-vegie-spray/P-00857791/,2026-06-21T02:39:12.869Z,046c2b44823dd3ae4b97522721e0ddb1d1f39a2fe20c01dbaf9b4ced50755d02
P-02054412,"Mixer Tap, with pullout vegie spray",tap,Hafele,Sinks & Taps,,,0,288.09,0,0,Sinks & Taps,tap,P-02054412,P-02054412,288.09,360.11,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04826580.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04826580.jpg,https://www.hafele.com.au/en/product/mixer-tap-with-pullout-vegie-spray/P-02054412/,2026-06-21T02:39:12.869Z,077ccdd2a07d209b3f63dd8435b9742baf86ac6d1b11872052e9a2d5805a2e38
P-01893839,"Quartz Sink, Quartz 1 & 3/4 bowl with drainer",sink,Hafele,Sinks & Taps,,,0,781.86,0,0,Sinks & Taps,sink,P-01893839,P-01893839,781.86,977.32,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727867.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727867.jpg,https://www.hafele.com.au/en/product/quartz-sink-quartz-1-3-4-bowl-with-drainer/P-01893839/,2026-06-21T02:39:12.869Z,6c5b8b329fb0c969506f88018e5205fac46bad9d4e718ece7a6485e48944aa74
P-01939777,"Quartz Sink, Quartz 1 & 3/4 bowl with drainer",sink,Hafele,Sinks & Taps,,,0,781.86,0,0,Sinks & Taps,sink,P-01939777,P-01939777,781.86,977.32,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04838711.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04838711.jpg,https://www.hafele.com.au/en/product/quartz-sink-quartz-1-3-4-bowl-with-drainer/P-01939777/,2026-06-21T02:39:12.869Z,2ff9a737c741952b2b26c9ac75c8e5a86982ee15e0bd4e5f7468836dbcdb7b52
P-01893836,"Quartz Sink, Quartz double bowl",sink,Hafele,Sinks & Taps,,,0,694.89,0,0,Sinks & Taps,sink,P-01893836,P-01893836,694.89,868.61,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727868.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727868.jpg,https://www.hafele.com.au/en/product/quartz-sink-quartz-double-bowl/P-01893836/,2026-06-21T02:39:12.869Z,46fa6f0e383c25ea1d1762586e2b6684c23bbdc54c2d9181cdf56f5b39002328
P-01939776,"Quartz Sink, Quartz double bowl",sink,Hafele,Sinks & Taps,,,0,694.89,0,0,Sinks & Taps,sink,P-01939776,P-01939776,694.89,868.61,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04838707.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04838707.jpg,https://www.hafele.com.au/en/product/quartz-sink-quartz-double-bowl/P-01939776/,2026-06-21T02:39:12.869Z,e5c7fc80a26e5231bc355395303cd4af94992f33a17df2753d65a989b4e6de4a
P-01893835,"Quartz Sink, Quartz double bowl with drainer",sink,Hafele,Sinks & Taps,,,0,823.58,0,0,Sinks & Taps,sink,P-01893835,P-01893835,823.58,1029.47,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04826685.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04826685.jpg,https://www.hafele.com.au/en/product/quartz-sink-quartz-double-bowl-with-drainer/P-01893835/,2026-06-21T02:39:12.869Z,85505f9994372bf45ab756b65fb99141cef6f732e10845a7d09396f7676f82ca
P-01939778,"Quartz Sink, Quartz double bowl with drainer",sink,Hafele,Sinks & Taps,,,0,823.58,0,0,Sinks & Taps,sink,P-01939778,P-01939778,823.58,1029.47,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04838712.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04838712.jpg,https://www.hafele.com.au/en/product/quartz-sink-quartz-double-bowl-with-drainer/P-01939778/,2026-06-21T02:39:12.869Z,aaae9cf8ba2d2fb42c59bdb32d69c4d6d4214c34535b0e7f8c10784d10b2ba7d
P-01893837,"Quartz Sink, Quartz single bowl",sink,Hafele,Sinks & Taps,,,0,607.92,0,0,Sinks & Taps,sink,P-01893837,P-01893837,607.92,759.9,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727864.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727864.jpg,https://www.hafele.com.au/en/product/quartz-sink-quartz-single-bowl/P-01893837/,2026-06-21T02:39:12.869Z,e21add16e1d1eadca82649458192aa56bc4226e7ceeae8a071b21d4476d07c1f
P-01582621,"Quartz Sink, Quartz single bowl with drainer",sink,Hafele,Sinks & Taps,,,0,520.96,0,0,Sinks & Taps,sink,P-01582621,P-01582621,520.96,651.19,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727865.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727865.jpg,https://www.hafele.com.au/en/product/quartz-sink-quartz-single-bowl-with-drainer/P-01582621/,2026-06-21T02:39:12.870Z,2b9a222326a904aa09f125506f2f39c429fc112a6bb9f49077f353096fde3a5d
P-01939775,"Quartz Sink, Quartz single bowl with drainer",sink,Hafele,Sinks & Taps,,,0,520.96,0,0,Sinks & Taps,sink,P-01939775,P-01939775,520.96,651.19,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04838706.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04838706.jpg,https://www.hafele.com.au/en/product/quartz-sink-quartz-single-bowl-with-drainer/P-01939775/,2026-06-21T02:39:12.869Z,7b15f8d763cec1e69152081f68fef22a195a2b1ad80cd9546de48fb9b89743b2
P-01893840,"Quartz Sink, Quartz single laundry bowl",sink,Hafele,Sinks & Taps,,,0,651.41,0,0,Sinks & Taps,sink,P-01893840,P-01893840,651.41,814.26,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727863.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727863.jpg,https://www.hafele.com.au/en/product/quartz-sink-quartz-single-laundry-bowl/P-01893840/,2026-06-21T02:39:12.869Z,d65601f6170d33a2c5318ed9794a69e4969752235c056245849edb0d9ebef3d6
577.06.710,"Sink, Farmhouse double bowl sink",sink,Hafele,Sinks & Taps,,,0,830.44,0,0,Sinks & Taps,sink,P-01950237,57706710,830.44,1038.06,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04839899.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04839899.jpg,https://www.hafele.com.au/en/product/sink-farmhouse-double-bowl-sink/P-01950237/,2026-06-21T02:39:12.869Z,fd897ebb0bf1b4654b054a4e53912f301f6edf8c7f0dd641226b174d93af1e46
567.33.326,"Sink, Hafele Squareline, 1&3/4 bowl",sink,Hafele,Sinks & Taps,,,0,773.16,0,0,Sinks & Taps,sink,P-01921558,56733326,773.16,966.45,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04796185.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04796185.jpg,https://www.hafele.com.au/en/product/sink-hafele-squareline-1-3-4-bowl-/P-01921558/,2026-06-21T02:39:12.869Z,756dd9b012d874e99cfa171e2ec92c06ae22a3a749765510d9b67863f21924de
P-01921564,"Sink, Hafele Squareline, 1&3/4 bowl",sink,Hafele,Sinks & Taps,,,0,868.83,0,0,Sinks & Taps,sink,P-01921564,P-01921564,868.83,1086.04,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727879.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727879.jpg,https://www.hafele.com.au/en/product/sink-hafele-squareline-1-3-4-bowl-/P-01921564/,2026-06-21T02:39:12.869Z,efee984e2c1e5888ba7b32270e28d8d6d9650c0e2d48e3e53a1d02360cd35bef
567.33.336,"Sink, Hafele Squareline, double bowl",sink,Hafele,Sinks & Taps,,,0,781.86,0,0,Sinks & Taps,sink,P-01921559,56733336,781.86,977.32,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727860.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727860.jpg,https://www.hafele.com.au/en/product/sink-hafele-squareline-double-bowl-/P-01921559/,2026-06-21T02:39:12.869Z,206004997bab7d399e925c7716f1447d5076dff166d04c2fb593dcb2eba0a535
P-01921565,"Sink, Hafele Squareline, double bowl",sink,Hafele,Sinks & Taps,,,0,894.92,0,0,Sinks & Taps,sink,P-01921565,P-01921565,894.92,1118.65,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727880.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727880.jpg,https://www.hafele.com.au/en/product/sink-hafele-squareline-double-bowl-/P-01921565/,2026-06-21T02:39:12.869Z,7b43eedea1435ae71d9a4ff51f598b9f346dae7cee2e87730c49c525c610fac2
567.33.366,"Sink, Hafele Squareline, double bowl with drainer",sink,Hafele,Sinks & Taps,,,0,868.83,0,0,Sinks & Taps,sink,P-01921563,56733366,868.83,1086.04,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727854.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727854.jpg,https://www.hafele.com.au/en/product/sink-hafele-squareline-double-bowl-with-drainer-/P-01921563/,2026-06-21T02:39:12.869Z,c9ab291fee4f0456bc21571cf723db66f8d7ef1a8071d07251091d5b07e59c20
567.33.316,"Sink, Hafele Squareline, laundry bowl",sink,Hafele,Sinks & Taps,,,0,460.07,0,0,Sinks & Taps,sink,P-01921560,56733316,460.07,575.09,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727858.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727858.jpg,https://www.hafele.com.au/en/product/sink-hafele-squareline-laundry-bowl-/P-01921560/,2026-06-21T02:39:12.869Z,0ad8912b17472f235a6418a2d2fbc1e8696568f796af4d7403f497b4e62db3d7
P-01921566,"Sink, Hafele Squareline, laundry bowl",sink,Hafele,Sinks & Taps,,,0,555.74,0,0,Sinks & Taps,sink,P-01921566,P-01921566,555.74,694.68,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727878.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727878.jpg,https://www.hafele.com.au/en/product/sink-hafele-squareline-laundry-bowl-/P-01921566/,2026-06-21T02:39:12.869Z,88dc447087eff56f916c044159123723a95a39a4f4d4e60f51735fdc0ec3202c
567.33.306,"Sink, Hafele Squareline, single bowl",sink,Hafele,Sinks & Taps,,,0,433.98,0,0,Sinks & Taps,sink,P-01582733,56733306,433.98,542.48,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727857.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727857.jpg,https://www.hafele.com.au/en/product/sink-hafele-squareline-single-bowl-/P-01582733/,2026-06-21T02:39:12.869Z,3be8a549d69acb4ffcf37b7c59303d99d537039b493a311dd7af4a2c59c09f20
P-01582745,"Sink, Hafele Squareline, single bowl",sink,Hafele,Sinks & Taps,,,0,503.55,0,0,Sinks & Taps,sink,P-01582745,P-01582745,503.55,629.44,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727877.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727877.jpg,https://www.hafele.com.au/en/product/sink-hafele-squareline-single-bowl-/P-01582745/,2026-06-21T02:39:12.869Z,8c370db8c45ef952b9590d1e4da8a0288ba2bf79329a2c6719bddb46a9454594
567.33.346,"Sink, Hafele Squareline, single bowl with drainer",sink,Hafele,Sinks & Taps,,,0,581.83,0,0,Sinks & Taps,sink,P-01921561,56733346,581.83,727.29,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727861.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727861.jpg,https://www.hafele.com.au/en/product/sink-hafele-squareline-single-bowl-with-drainer-/P-01921561/,2026-06-21T02:39:12.869Z,415258e06bfaf15f02d61f5589bce5a9b079d972174d37552785ace74d28aa60
567.33.356,"Sink, Hafele Squareline,1&3/4 bowl with drainer",sink,Hafele,Sinks & Taps,,,0,851.44,0,0,Sinks & Taps,sink,P-01921562,56733356,851.44,1064.3,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727853.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04727853.jpg,https://www.hafele.com.au/en/product/sink-hafele-squareline-1-3-4-bowl-with-drainer-/P-01921562/,2026-06-21T02:39:12.869Z,4aef1067327a0529077863fdbcac719feda80a857afa45a01c1352f9c4b43973
